Medal_ID,Medal_Name,Acronym,Slang,Service,Precedence,Category,Bong_Score,Valor_Tier,Image_Image,Medal_Link,Wiki_Link,Date_In_Use,Device,Ribbon_File_Direct_URL,Ribbon_Thumbnail_URL,Ribbon_Thumbnail_Image
in-all-general-service-medal-,General Service Medal (India),GSMI,Medal,ALL,6,Service – Longevity / good conduct,0,5,India_General_Service_Medal_1947.svg,https://en.wikipedia.org/wiki/General_Service_Medal_(India),https://en.wikipedia.org/wiki/General_Service_Medal_(India),1950–present,,https://upload.wikimedia.org/wikipedia/commons/d/d9/India_General_Service_Medal_1947.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/India_General_Service_Medal_1947.svg/330px-India_General_Service_Medal_1947.svg.png,
gb-all-general-service-medal-,General Service Medal (Malaysia),GSMM,Medal,ALL,6,Service – Longevity / good conduct,0,5,MY_Pingat_Perkhidmatan_Am_%28General_Service_Medal%29_ribbon.svg,https://en.wikipedia.org/wiki/General_Service_Medal_(Malaysia),https://en.wikipedia.org/wiki/General_Service_Medal_(Malaysia),1967–present,,https://upload.wikimedia.org/wikipedia/commons/4/47/MY_Pingat_Perkhidmatan_Am_%28General_Service_Medal%29_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/MY_Pingat_Perkhidmatan_Am_%28General_Service_Medal%29_ribbon.svg/330px-MY_Pingat_Perkhidmatan_Am_%28General_Service_Medal%29_ribbon.svg.png,
gb-all-ghuznee-medal,Ghuznee Medal,GM,Medal,ALL,50,Service / General – Other,0,5,Ghuznee_Medal_BAR.svg,https://en.wikipedia.org/wiki/Ghuznee_Medal,https://en.wikipedia.org/wiki/Ghuznee_Medal,1839–present,,https://upload.wikimedia.org/wikipedia/commons/3/36/Ghuznee_Medal_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Ghuznee_Medal_BAR.svg/330px-Ghuznee_Medal_BAR.svg.png,
us-all-global-war-on-terroris,Global War on Terrorism Expeditionary Medal,GWOT,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Global_War_on_Terrorism_Expeditionary_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Global_War_on_Terrorism_Expeditionary_Medal,https://en.wikipedia.org/wiki/Global_War_on_Terrorism_Expeditionary_Medal,2003–present,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Global_War_on_Terrorism_Expeditionary_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Global_War_on_Terrorism_Expeditionary_Medal_ribbon.svg/330px-Global_War_on_Terrorism_Expeditionary_Medal_ribbon.svg.png,
us-all-global-war-on-terroris,Global War on Terrorism Service Medal,GWOT,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Global_War_on_Terrorism_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Global_War_on_Terrorism_Service_Medal,https://en.wikipedia.org/wiki/Global_War_on_Terrorism_Service_Medal,2003–present,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Global_War_on_Terrorism_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Global_War_on_Terrorism_Service_Medal_ribbon.svg/330px-Global_War_on_Terrorism_Service_Medal_ribbon.svg.png,
us-all-good-conduct-medal-uni,Good Conduct Medal (United States),GCMU,Medal,ALL,5,Service – Longevity / good conduct,0,5,U.S._Navy_Good_Conduct_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Good_Conduct_Medal_(United_States),https://en.wikipedia.org/wiki/Good_Conduct_Medal_(United_States),1953–present,,https://upload.wikimedia.org/wikipedia/commons/a/ac/U.S._Navy_Good_Conduct_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/U.S._Navy_Good_Conduct_Medal_ribbon.svg/330px-U.S._Navy_Good_Conduct_Medal_ribbon.svg.png,
us-sc-guardian-medal,Guardian Medal,GM,Medal,SC,50,Service / General – Other,0,5,Guardian_Medal_ribbon.PNG,https://en.wikipedia.org/wiki/Guardian_Medal,https://en.wikipedia.org/wiki/Guardian_Medal,2001–present,,https://upload.wikimedia.org/wikipedia/commons/2/25/Guardian_Medal_ribbon.PNG,https://upload.wikimedia.org/wikipedia/commons/2/25/Guardian_Medal_ribbon.PNG,
gb-all-gulf-medal,Gulf Medal,GM,Medal,ALL,50,Service / General – Other,0,5,Gulf_Medal_Ribbon_with_rosette.png,https://en.wikipedia.org/wiki/Gulf_Medal,https://en.wikipedia.org/wiki/Gulf_Medal,1992–present,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Gulf_Medal_Ribbon_with_rosette.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Gulf_Medal_Ribbon_with_rosette.png/330px-Gulf_Medal_Ribbon_with_rosette.png,
gb-all-gwalior-star,Gwalior Star,GS,Star,ALL,50,Service / General – Other,0,5,Kabul_to_Kandahar_Star_ribbon.png,https://en.wikipedia.org/wiki/Gwalior_Star,https://en.wikipedia.org/wiki/Gwalior_Star,1843–present,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Kabul_to_Kandahar_Star_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/c/cf/Kabul_to_Kandahar_Star_ribbon.png,
us-all-haitian-campaign-medal,Haitian Campaign Medal,HCM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Haitian_Campaign_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Haitian_Campaign_Medal,https://en.wikipedia.org/wiki/Haitian_Campaign_Medal,1921–present,,https://upload.wikimedia.org/wikipedia/commons/4/45/Haitian_Campaign_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Haitian_Campaign_Medal_ribbon.svg/330px-Haitian_Campaign_Medal_ribbon.svg.png,
in-all-high-altitude-medal,High Altitude Medal,HAM,Medal,ALL,50,Service / General – Other,0,5,IND_High_Altitude_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/High_Altitude_Medal,https://en.wikipedia.org/wiki/High_Altitude_Medal,1986–present,,https://upload.wikimedia.org/wikipedia/commons/2/27/IND_High_Altitude_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/IND_High_Altitude_Medal_Ribbon.svg/330px-IND_High_Altitude_Medal_Ribbon.svg.png,
