Medal_ID,Medal_Name,Acronym,Slang,Service,Precedence,Category,Bong_Score,Valor_Tier,Image_Image,Medal_Link,Wiki_Link,Date_In_Use,Device,Ribbon_File_Direct_URL,Ribbon_Thumbnail_URL,Ribbon_Thumbnail_Image
gb-all-king-s-south-africa-me,King's South Africa Medal,KSSA,Medal,ALL,50,Service / General – Other,0,5,Kings_South_Africa_Medal_BAR.svg,https://en.wikipedia.org/wiki/King%27s_South_Africa_Medal,https://en.wikipedia.org/wiki/King%27s_South_Africa_Medal,1902–present,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Kings_South_Africa_Medal_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Kings_South_Africa_Medal_BAR.svg/330px-Kings_South_Africa_Medal_BAR.svg.png,
us-all-korea-defense-service-,Korea Defense Service Medal,KDSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Korea_Defense_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Korea_Defense_Service_Medal,https://en.wikipedia.org/wiki/Korea_Defense_Service_Medal,2004–present,,https://upload.wikimedia.org/wikipedia/commons/1/17/Korea_Defense_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Korea_Defense_Service_Medal_ribbon.svg/330px-Korea_Defense_Service_Medal_ribbon.svg.png,
gb-all-korea-medal,Korea Medal,KM,Medal,ALL,50,Service / General – Other,0,5,United_Nations_Service_Medal_Korea_ribbon.svg,https://en.wikipedia.org/wiki/Korea_Medal,https://en.wikipedia.org/wiki/Korea_Medal,1951–present,,https://upload.wikimedia.org/wikipedia/commons/d/d5/United_Nations_Service_Medal_Korea_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/United_Nations_Service_Medal_Korea_ribbon.svg/330px-United_Nations_Service_Medal_Korea_ribbon.svg.png,
us-all-korean-service-medal,Korean Service Medal,KSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Korean_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Korean_Service_Medal,https://en.wikipedia.org/wiki/Korean_Service_Medal,1950–present,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Korean_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Korean_Service_Medal_ribbon.svg/330px-Korean_Service_Medal_ribbon.svg.png,
us-all-kosovo-campaign-medal,Kosovo Campaign Medal,KCM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Kosovo_Campaign_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Kosovo_Campaign_Medal,https://en.wikipedia.org/wiki/Kosovo_Campaign_Medal,2000–present,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Kosovo_Campaign_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Kosovo_Campaign_Medal_ribbon.svg/330px-Kosovo_Campaign_Medal_ribbon.svg.png,
gb-all-kuwait-liberation-meda,Kuwait Liberation Medal (Saudi Arabia),KLMS,Medal,ALL,50,Campaign – Foreign / allied,0,5,Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg,https://en.wikipedia.org/wiki/Kuwait_Liberation_Medal_(Saudi_Arabia),https://en.wikipedia.org/wiki/Kuwait_Liberation_Medal_(Saudi_Arabia),1991–present,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg/330px-Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg.png,
us-all-kuwait-liberation-meda,Kuwait Liberation Medal (Saudi Arabia),KLMS,Medal,ALL,50,Campaign – Foreign / allied,0,5,Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg,https://en.wikipedia.org/wiki/Kuwait_Liberation_Medal_(Saudi_Arabia),https://en.wikipedia.org/wiki/Kuwait_Liberation_Medal_(Saudi_Arabia),1991–present,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg/330px-Kuwait_Liberation_Medal_%28Saudi_Arabia%29_ribbon.svg.png,
us-all-legion-of-merit,Legion of Merit,LOM,Award,ALL,4,Meritorious – Distinguished / achievement,0,5,Legion_of_Merit_ribbon.svg,https://en.wikipedia.org/wiki/Legion_of_Merit,https://en.wikipedia.org/wiki/Legion_of_Merit,1942–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/4/43/Legion_of_Merit_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Legion_of_Merit_ribbon.svg/330px-Legion_of_Merit_ribbon.svg.png,
us-sc-lifesaving-medal,Lifesaving Medal,LM,Medal,SC,50,Service / General – Other,0,5,Gold_Lifesaving_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Lifesaving_Medal,https://en.wikipedia.org/wiki/Lifesaving_Medal,1874–present,,https://upload.wikimedia.org/wikipedia/commons/1/18/Gold_Lifesaving_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Gold_Lifesaving_Medal_ribbon.svg/330px-Gold_Lifesaving_Medal_ribbon.svg.png,
us-all-luxembourg-war-cross,Luxembourg War Cross,LWC,Cross,ALL,50,Service / General – Other,0,5,LUX_Ordre_de_M%C3%A9rite_du_Grand-Duch%C3%A9_de_Luxembourg_-_Chevalier_BAR.svg,https://en.wikipedia.org/wiki/Luxembourg_War_Cross,https://en.wikipedia.org/wiki/Luxembourg_War_Cross,1945–present,,https://upload.wikimedia.org/wikipedia/commons/1/10/LUX_Ordre_de_M%C3%A9rite_du_Grand-Duch%C3%A9_de_Luxembourg_-_Chevalier_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/LUX_Ordre_de_M%C3%A9rite_du_Grand-Duch%C3%A9_de_Luxembourg_-_Chevalier_BAR.svg/330px-LUX_Ordre_de_M%C3%A9rite_du_Grand-Duch%C3%A9_de_Luxembourg_-_Chevalier_BAR.svg.png,
us-m-marine-corps-brevet-me,Marine Corps Brevet Medal,MCBM,Medal,M,50,Service / General – Other,0,5,Marine_Corps_Brevet_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Marine_Corps_Brevet_Medal,https://en.wikipedia.org/wiki/Marine_Corps_Brevet_Medal,1921–present,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Marine_Corps_Brevet_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Marine_Corps_Brevet_Medal_ribbon.svg/330px-Marine_Corps_Brevet_Medal_ribbon.svg.png,
us-m-marine-corps-combat-in,Marine Corps Combat Instructor Ribbon,MCCI,Award,M,50,Service / General – Other,0,5,USMC_Combat_Instructor_Ribbon.svg,https://en.wikipedia.org/wiki/Marine_Corps_Combat_Instructor_Ribbon,https://en.wikipedia.org/wiki/Marine_Corps_Combat_Instructor_Ribbon,2014–present,,https://upload.wikimedia.org/wikipedia/commons/f/fe/USMC_Combat_Instructor_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/USMC_Combat_Instructor_Ribbon.svg/330px-USMC_Combat_Instructor_Ribbon.svg.png,
us-m-marine-corps-expeditio,Marine Corps Expeditionary Medal,MCEM,Medal,M,6,Campaign – Theatre / expedition,0,5,Marine_Corps_Expeditionary_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Marine_Corps_Expeditionary_Medal,https://en.wikipedia.org/wiki/Marine_Corps_Expeditionary_Medal,1919–present,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Marine_Corps_Expeditionary_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Marine_Corps_Expeditionary_Medal_ribbon.svg/330px-Marine_Corps_Expeditionary_Medal_ribbon.svg.png,
us-m-marine-corps-security-,Marine Corps Security Guard Ribbon,MCSG,Award,M,50,Service / General – Other,0,5,Marine_Security_Guard_Ribbon.svg,https://en.wikipedia.org/wiki/Marine_Corps_Security_Guard_Ribbon,https://en.wikipedia.org/wiki/Marine_Corps_Security_Guard_Ribbon,1997–present,,https://upload.wikimedia.org/wikipedia/commons/7/73/Marine_Security_Guard_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Marine_Security_Guard_Ribbon.svg/330px-Marine_Security_Guard_Ribbon.svg.png,
gb-all-medal-for-long-service,Medal for Long Service and Good Conduct (Military),MFLS,Medal,ALL,50,Service – Longevity / good conduct,0,5,Ribbon_-_Medal_for_Long_Service_and_Good_Conduct_%28Military%29.png,https://en.wikipedia.org/wiki/Medal_for_Long_Service_and_Good_Conduct_(Military),https://en.wikipedia.org/wiki/Medal_for_Long_Service_and_Good_Conduct_(Military),1930–present,,https://upload.wikimedia.org/wikipedia/commons/9/93/Ribbon_-_Medal_for_Long_Service_and_Good_Conduct_%28Military%29.png,https://upload.wikimedia.org/wikipedia/commons/9/93/Ribbon_-_Medal_for_Long_Service_and_Good_Conduct_%28Military%29.png,
gb-all-medal-for-the-defence-,Medal for the Defence of Kelat-I-Ghilzie,MFTD,Medal,ALL,50,Service / General – Other,0,5,Kabul_to_Kandahar_Star_ribbon.png,https://en.wikipedia.org/wiki/Medal_for_the_Defence_of_Kelat-I-Ghilzie,https://en.wikipedia.org/wiki/Medal_for_the_Defence_of_Kelat-I-Ghilzie,1842–present,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Kabul_to_Kandahar_Star_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/c/cf/Kabul_to_Kandahar_Star_ribbon.png,
gb-all-mercantile-marine-war-,Mercantile Marine War Medal,MMWM,Medal,ALL,50,Service / General – Other,0,5,Ribbon_-_Mercantile_Marine_War_Medal.png,https://en.wikipedia.org/wiki/Mercantile_Marine_War_Medal,https://en.wikipedia.org/wiki/Mercantile_Marine_War_Medal,1919–present,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Ribbon_-_Mercantile_Marine_War_Medal.png,https://upload.wikimedia.org/wikipedia/commons/e/e7/Ribbon_-_Mercantile_Marine_War_Medal.png,
gb-all-merchant-navy-medal-fo,Merchant Navy Medal for Meritorious Service,MNMF,Medal,ALL,50,Service / General – Other,0,5,Merchant_Navy_Medal_for_Meritorious_Service_ribbon.png,https://en.wikipedia.org/wiki/Merchant_Navy_Medal_for_Meritorious_Service,https://en.wikipedia.org/wiki/Merchant_Navy_Medal_for_Meritorious_Service,2013–present,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Merchant_Navy_Medal_for_Meritorious_Service_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/e/ef/Merchant_Navy_Medal_for_Meritorious_Service_ribbon.png,
au-all-meritorious-service-me,Meritorious Service Medal (Australia),MSMA,Medal,ALL,5,Service – Longevity / good conduct,0,5,AUS_Meritorious_Service_Medal.png,https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(Australia),https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(Australia),1902–1975,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/6/69/AUS_Meritorious_Service_Medal.png,https://upload.wikimedia.org/wikipedia/commons/6/69/AUS_Meritorious_Service_Medal.png,
nz-all-meritorious-service-me,Meritorious Service Medal (New Zealand),MSMN,Medal,ALL,5,Service – Longevity / good conduct,0,5,Meritorious_Service_Medal_%28NZ%29.png,https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(New_Zealand),https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(New_Zealand),1898–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/a/aa/Meritorious_Service_Medal_%28NZ%29.png,https://upload.wikimedia.org/wikipedia/commons/a/aa/Meritorious_Service_Medal_%28NZ%29.png,
gb-all-meritorious-service-me,Meritorious Service Medal (United Kingdom),MSMU,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Meritorious_Service_Medal_%28UK%29.png,https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(United_Kingdom),https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(United_Kingdom),1845–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/4/43/Ribbon_-_Meritorious_Service_Medal_%28UK%29.png,https://upload.wikimedia.org/wikipedia/commons/4/43/Ribbon_-_Meritorious_Service_Medal_%28UK%29.png,
us-all-meritorious-service-me,Meritorious Service Medal (United States),MSMU,Medal,ALL,5,Service – Longevity / good conduct,0,5,Meritorious_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(United_States),https://en.wikipedia.org/wiki/Meritorious_Service_Medal_(United_States),1969–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/e/eb/Meritorious_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Meritorious_Service_Medal_ribbon.svg/330px-Meritorious_Service_Medal_ribbon.svg.png,
us-all-meritorious-unit-comme,Meritorious Unit Commendation,MUC,Award,ALL,50,Unit – Unit citation,0,5,Meritorious_Unit_Commendation_ribbon.svg,https://en.wikipedia.org/wiki/Meritorious_Unit_Commendation,https://en.wikipedia.org/wiki/Meritorious_Unit_Commendation,2004–present,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Meritorious_Unit_Commendation_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Meritorious_Unit_Commendation_ribbon.svg/330px-Meritorious_Unit_Commendation_ribbon.svg.png,
us-all-mexican-border-service,Mexican Border Service Medal,MBSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Mexican_Border_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Mexican_Border_Service_Medal,https://en.wikipedia.org/wiki/Mexican_Border_Service_Medal,1918–present,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Mexican_Border_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Mexican_Border_Service_Medal_ribbon.svg/330px-Mexican_Border_Service_Medal_ribbon.svg.png,
us-all-mexican-service-medal,Mexican Service Medal,MSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Mexican_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Mexican_Service_Medal,https://en.wikipedia.org/wiki/Mexican_Service_Medal,1917–present,,https://upload.wikimedia.org/wikipedia/commons/6/64/Mexican_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Mexican_Service_Medal_ribbon.svg/330px-Mexican_Service_Medal_ribbon.svg.png,
gb-all-military-general-servi,Military General Service Medal,MGSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Military_General_Service_Medal_1847_BAR.svg,https://en.wikipedia.org/wiki/Military_General_Service_Medal,https://en.wikipedia.org/wiki/Military_General_Service_Medal,1847–present,,https://upload.wikimedia.org/wikipedia/commons/3/39/Military_General_Service_Medal_1847_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Military_General_Service_Medal_1847_BAR.svg/330px-Military_General_Service_Medal_1847_BAR.svg.png,
us-all-military-merit-medal-v,Military Merit Medal (Vietnam),MMMV,Medal,ALL,50,Service / General – Other,0,5,Vietnam_Military_Merit_Ribbon.svg,https://en.wikipedia.org/wiki/Military_Merit_Medal_(Vietnam),https://en.wikipedia.org/wiki/Military_Merit_Medal_(Vietnam),1950–present,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Vietnam_Military_Merit_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Vietnam_Military_Merit_Ribbon.svg/330px-Vietnam_Military_Merit_Ribbon.svg.png,
us-all-military-outstanding-v,Military Outstanding Volunteer Service Medal,MOVS,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Military_Outstanding_Volunteer_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Military_Outstanding_Volunteer_Service_Medal,https://en.wikipedia.org/wiki/Military_Outstanding_Volunteer_Service_Medal,1993–present,,https://upload.wikimedia.org/wikipedia/commons/2/23/Military_Outstanding_Volunteer_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Military_Outstanding_Volunteer_Service_Medal_ribbon.svg/330px-Military_Outstanding_Volunteer_Service_Medal_ribbon.svg.png,
gb-all-multinational-force-an,Multinational Force and Observers Medal,MFAO,Medal,ALL,50,Campaign – Theatre / expedition,0,5,MFO_Ribbon_bar.svg,https://en.wikipedia.org/wiki/Multinational_Force_and_Observers_Medal,https://en.wikipedia.org/wiki/Multinational_Force_and_Observers_Medal,1982–present,,https://upload.wikimedia.org/wikipedia/commons/0/02/MFO_Ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/MFO_Ribbon_bar.svg/330px-MFO_Ribbon_bar.svg.png,
us-all-multinational-force-an,Multinational Force and Observers Medal,MFAO,Medal,ALL,50,Campaign – Theatre / expedition,0,5,MFO_Ribbon_bar.svg,https://en.wikipedia.org/wiki/Multinational_Force_and_Observers_Medal,https://en.wikipedia.org/wiki/Multinational_Force_and_Observers_Medal,1982–present,,https://upload.wikimedia.org/wikipedia/commons/0/02/MFO_Ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/MFO_Ribbon_bar.svg/330px-MFO_Ribbon_bar.svg.png,
gb-all-mysore-medal,Mysore Medal,MM,Medal,ALL,50,Service / General – Other,0,5,Yellow_cord_suspension_for_early_medals_of_the_HEIC.png,https://en.wikipedia.org/wiki/Mysore_Medal,https://en.wikipedia.org/wiki/Mysore_Medal,1793–present,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Yellow_cord_suspension_for_early_medals_of_the_HEIC.png,https://upload.wikimedia.org/wikipedia/commons/c/ca/Yellow_cord_suspension_for_early_medals_of_the_HEIC.png,
gb-all-natal-native-rebellion,Natal Native Rebellion Medal,NNRM,Medal,ALL,50,Service / General – Other,0,5,Ribbon_-_Natal_Native_Rebellion_Medal.gif,https://en.wikipedia.org/wiki/Natal_Native_Rebellion_Medal,https://en.wikipedia.org/wiki/Natal_Native_Rebellion_Medal,1907–present,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Ribbon_-_Natal_Native_Rebellion_Medal.gif,https://upload.wikimedia.org/wikipedia/commons/b/bd/Ribbon_-_Natal_Native_Rebellion_Medal.gif,
us-all-national-defense-servi,National Defense Service Medal,NDSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,National_Defense_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/National_Defense_Service_Medal,https://en.wikipedia.org/wiki/National_Defense_Service_Medal,1953–present,,https://upload.wikimedia.org/wikipedia/commons/0/0d/National_Defense_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/National_Defense_Service_Medal_ribbon.svg/330px-National_Defense_Service_Medal_ribbon.svg.png,
au-all-national-emergency-med,National Emergency Medal,NEM,Medal,ALL,50,Service / General – Other,0,5,AUS_National_Emergency_Medal_ribbon_bar.png,https://en.wikipedia.org/wiki/National_Emergency_Medal,https://en.wikipedia.org/wiki/National_Emergency_Medal,2011–present,,https://upload.wikimedia.org/wikipedia/commons/7/7a/AUS_National_Emergency_Medal_ribbon_bar.png,https://upload.wikimedia.org/wikipedia/commons/7/7a/AUS_National_Emergency_Medal_ribbon_bar.png,
au-all-national-medal-austral,National Medal (Australia),NMA,Medal,ALL,50,Service – Longevity / good conduct,0,5,National_Medal_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/National_Medal_(Australia),https://en.wikipedia.org/wiki/National_Medal_(Australia),1975–present,,https://upload.wikimedia.org/wikipedia/commons/7/77/National_Medal_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/7/77/National_Medal_%28Australia%29_ribbon.png,
us-all-national-order-of-meri,National Order of Merit (Paraguay),NOOM,Order,ALL,50,Order – Chivalric / order,0,5,National_Order_of_Merit_%28Paraguay%29_-_ribbon_bar.png,https://en.wikipedia.org/wiki/National_Order_of_Merit_(Paraguay),https://en.wikipedia.org/wiki/National_Order_of_Merit_(Paraguay),1965–present,,https://upload.wikimedia.org/wikipedia/commons/3/31/National_Order_of_Merit_%28Paraguay%29_-_ribbon_bar.png,https://upload.wikimedia.org/wikipedia/commons/3/31/National_Order_of_Merit_%28Paraguay%29_-_ribbon_bar.png,
us-all-national-security-meda,National Security Medal,NSM,Medal,ALL,50,Service / General – Other,0,5,USA_-_National_Security_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/National_Security_Medal,https://en.wikipedia.org/wiki/National_Security_Medal,1953–present,,https://upload.wikimedia.org/wikipedia/commons/5/51/USA_-_National_Security_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/USA_-_National_Security_Medal_Ribbon.svg/330px-USA_-_National_Security_Medal_Ribbon.svg.png,
gb-all-nato-medal,NATO Medal,NM,Medal,ALL,50,Campaign – Theatre / expedition,0,5,NATO_Medal_ribbon_%28Non-Article_5%29.svg,https://en.wikipedia.org/wiki/NATO_Medal,https://en.wikipedia.org/wiki/NATO_Medal,2015–present,,https://upload.wikimedia.org/wikipedia/commons/0/09/NATO_Medal_ribbon_%28Non-Article_5%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/NATO_Medal_ribbon_%28Non-Article_5%29.svg/330px-NATO_Medal_ribbon_%28Non-Article_5%29.svg.png,
us-all-nato-medal,NATO Medal,NM,Medal,ALL,50,Campaign – Theatre / expedition,0,5,NATO_Medal_ribbon_%28Non-Article_5%29.svg,https://en.wikipedia.org/wiki/NATO_Medal,https://en.wikipedia.org/wiki/NATO_Medal,2015–present,,https://upload.wikimedia.org/wikipedia/commons/0/09/NATO_Medal_ribbon_%28Non-Article_5%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/NATO_Medal_ribbon_%28Non-Article_5%29.svg/330px-NATO_Medal_ribbon_%28Non-Article_5%29.svg.png,
gb-all-naval-gold-medal,Naval Gold Medal,NGM,Medal,ALL,50,Service / General – Other,0,5,Naval_General_Service_Medal_1847_BAR.svg,https://en.wikipedia.org/wiki/Naval_Gold_Medal,https://en.wikipedia.org/wiki/Naval_Gold_Medal,1794–present,,https://upload.wikimedia.org/wikipedia/commons/1/19/Naval_General_Service_Medal_1847_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Naval_General_Service_Medal_1847_BAR.svg/330px-Naval_General_Service_Medal_1847_BAR.svg.png,
gb-all-naval-good-shooting-me,Naval Good Shooting Medal,NGSM,Medal,ALL,50,Service / General – Other,0,5,Ribbon_-_Queen%27s_Medal_for_Champion_Shots_Navy.png,https://en.wikipedia.org/wiki/Naval_Good_Shooting_Medal,https://en.wikipedia.org/wiki/Naval_Good_Shooting_Medal,1903–present,,https://upload.wikimedia.org/wikipedia/commons/4/45/Ribbon_-_Queen%27s_Medal_for_Champion_Shots_Navy.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Ribbon_-_Queen%27s_Medal_for_Champion_Shots_Navy.png,
gb-all-naval-long-service-and,Naval Long Service and Good Conduct Medal (1830),NLSA,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v1.png,https://en.wikipedia.org/wiki/Naval_Long_Service_and_Good_Conduct_Medal_(1830),https://en.wikipedia.org/wiki/Naval_Long_Service_and_Good_Conduct_Medal_(1830),1831–present,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v1.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v1.png/330px-Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v1.png,
gb-all-naval-long-service-and,Naval Long Service and Good Conduct Medal (1848),NLSA,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v2.png,https://en.wikipedia.org/wiki/Naval_Long_Service_and_Good_Conduct_Medal_(1848),https://en.wikipedia.org/wiki/Naval_Long_Service_and_Good_Conduct_Medal_(1848),1848–present,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v2.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v2.png/330px-Ribbon_-_Naval_Long_Service_and_Good_Conduct_Medal_v2.png,
us-n-naval-reserve-medal,Naval Reserve Medal,NRM,Medal,N,6,Service – Longevity / good conduct,0,5,U.S._Naval_Reserve_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Naval_Reserve_Medal,https://en.wikipedia.org/wiki/Naval_Reserve_Medal,1938–present,,https://upload.wikimedia.org/wikipedia/commons/7/7f/U.S._Naval_Reserve_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/U.S._Naval_Reserve_Medal_ribbon.svg/330px-U.S._Naval_Reserve_Medal_ribbon.svg.png,
us-n-navy-e-ribbon,Navy E Ribbon,NER,Award,N,50,Service / General – Other,0,5,Battle_Effectiveness_Award_ribbon%2C_1st_award.svg,https://en.wikipedia.org/wiki/Navy_%22E%22_Ribbon,https://en.wikipedia.org/wiki/Navy_%22E%22_Ribbon,1976–present,,https://upload.wikimedia.org/wikipedia/commons/9/92/Battle_Effectiveness_Award_ribbon%2C_1st_award.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Battle_Effectiveness_Award_ribbon%2C_1st_award.svg/330px-Battle_Effectiveness_Award_ribbon%2C_1st_award.svg.png,
us-n-navy-arctic-service-ri,Navy Arctic Service Ribbon,NASR,Award,N,50,Service / General – Other,0,5,Navy_Arctic_Service_Ribbon.svg,https://en.wikipedia.org/wiki/Navy_Arctic_Service_Ribbon,https://en.wikipedia.org/wiki/Navy_Arctic_Service_Ribbon,1986–present,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Navy_Arctic_Service_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Navy_Arctic_Service_Ribbon.svg/330px-Navy_Arctic_Service_Ribbon.svg.png,
us-n-navy-ceremonial-duty-r,Navy Ceremonial Duty Ribbon,NCDR,Award,N,50,Service / General – Other,0,5,Navy_Ceremonial_Duty_Ribbon.svg,https://en.wikipedia.org/wiki/Navy_Ceremonial_Duty_Ribbon,https://en.wikipedia.org/wiki/Navy_Ceremonial_Duty_Ribbon,2003–present,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Navy_Ceremonial_Duty_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Navy_Ceremonial_Duty_Ribbon.svg/330px-Navy_Ceremonial_Duty_Ribbon.svg.png,
us-n-navy-distinguished-ser,Navy Distinguished Service Medal,NDSM,Medal,N,3,Service – Longevity / good conduct,0,5,Navy_Distinguished_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Navy_Distinguished_Service_Medal,https://en.wikipedia.org/wiki/Navy_Distinguished_Service_Medal,1919–present,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Navy_Distinguished_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Navy_Distinguished_Service_Medal_ribbon.svg/330px-Navy_Distinguished_Service_Medal_ribbon.svg.png,
